clause_text,label
"The insurance policies will be under an occurrence form, but if only a claims-made form is available to a Party, then such Party will continue to maintain such insurance after Expiration or the termination of this Agreement for a period of [***] ([***]) years following the end of the Term.",post-termination services
"In addition, Metavante agrees to provide to Customer, at Customer's expense, all necessary assistance to facilitate the orderly transition of Services to Customer or its designee (""Termination Assistance""). As part of the Termination Assistance, Metavante shall assist Customer to develop a plan for the transition of all Services then being performed by Metavante under this Agreement, from Metavante to Customer or Customer's designee, on a reasonable schedule developed jointly by Metavante and Customer.",post-termination services
Such insurance requirements shall be maintained during the Term and shall continue for a minimum of three years following termination of this Agreement.,post-termination services
"(i) VerticalNet shall retain ownership of the URLs at which the Co-Branded Sites are located, (I) the Co-Branded URLs shall be owned by the party that offers to pay the highest amount to the other for the ownership of such URLs upon payment of such amount to the other party (k) if the agreement is terminated during the Initial Term by VerticalNet pursuant to Section 8.2  [Termination for Cause], (x) VerticalNet shall be released from its obligations under Section 5.8.1  [Non-Competition] and (y) PaperExchange's obligations under Sections 7.2  [Advertising Revenue] and 7.4  [Revenue Sharing] shall be extended for one year after the date of such termination, and (I) if the agreement is terminated during the Initial Term by PaperExchange pursuant to Section 8.2  [Termination for Cause], VerticalNet shall pay to PaperExchange, as liquidated damages, an amount equal to the product determined by multiplying (1) a fraction, the numerator of which shall be the number of days between the effective date of termination and the scheduled expiration date of the Initial Term, and the denominator of which shall be the number of days",post-termination services
Each Party will retain such records for at least three (3) years following expiration or termination of this Agreement or such longer period as may be required by applicable law or regulation.,post-termination services
"In the event that PB terminates this Agreement pursuant to this Section 14.2.8.2, then, if PB elects to continue development of the Product and obtains Regulatory Approval following such termination, in exchange for purchasing the Trial Data Package including the Research Results included therein as set forth in Section 11.1.1.4, PB shall remain obligated to pay to SFJ any Approval Payments that become due and payable pursuant to ARTICLE 6 at such time that such payments become due and payable (if ever) pursuant to ARTICLE 6 (except to the extent of the amount of any Buy-Out Payment paid by PB pursuant to Section 6.7), provided that such Approval Payments (or Buy-Out Payment, as applicable) shall be (A) adjusted as set forth in Section 6.2, and (B) reduced by the amount of all documented out-of-pocket expenses incurred by or on behalf of PB as a result or arising out of such violation by SFJ or any of its Representatives (including any and all amounts paid by PB as penalties or fines for such violation, in settlement of legal or administrative proceedings relating to such violation, or otherwise).",post-termination services
"Licensee shall be permitted, at Bioeq's choice (if this Agreement is terminated by Bioeq pursuant to Sections 15.2.1, 15.2.2, 15.2.3, 15.2.4, 15.2.8 or 15.2.9, or by Licensee pursuant to Section 15.2.5) or at Licensee's choice (if this Agreement is terminated by Licensee pursuant to Sections 15.2.1, 15.2.6, 15.2.7 or 15.2.8), to cither (a) continue selling its and its Affiliates' inventory of Licensed Products existing on the termination effective date in accordance with this Agreement for a maximum period of [***] ([***]) days (in which case all terms and conditions of this Agreement, including Licensee's obligation to report and pay royalties, shall continue to apply to such continued sale) or (b) sell such inventory to Bioeq at the supply price paid by Licensee to Bioeq for such inventory in accordance with the Manufacturing and Supply Agreement.",post-termination services
"In the event of a termination of this Agreement by Monsanto pursuant to Section 10.4(a)(2) hereof, or by the Agent pursuant to Section 10.6(c)(1) hereof, then notwithstanding the provisions of Section 6.13 hereof, either party may, no earlier than three (3) years prior to the expiration of the Noncompetition Period, commence non- commercial activities (including formulation development, regulatory registrations, packaging and delivery systems development, and advertising and promotional material development and any other activities not prohibited by Section 6.13 of this Agreement during the Noncompetition Period, but excluding consumer-facing efforts or communications) for the sole purpose of such party's preparation to launch any competing product upon expiration of the Noncompetition Period; and provided, that either party may, no earlier than twelve (12) months prior to the expiration of the Noncompetition Period, engage with retail customers for the sole purpose of selling-in competing products (provided that no product may be shipped to a retail customer or distributor prior to the end of the Noncompetition Period).",post-termination services
"(b) Aura shall have the right but not the obligation to purchase any or all Products then in Aura's possession at the invoiced price(s). In the  event that Aura does not elect to purchase said Products, Aura, at its cost, shall return all such non-purchased Products to Zanotti.",post-termination services
"Upon the termination or expiration of the Franchise, we will have the option, but not the obligation, exercisable for thirty (30) days upon written notice to you, to purchase at fair market value all of the assets of the Franchise, including all approved equipment, fixtures, furniture and signs and all supplies, materials, and other items imprinted with any Mark, and to take an assignment of the lease for the Premises and any other lease or concession agreement necessary for the operation of the Franchise",post-termination services
"MusclePharm shall create no new advertising during the Use-up Period using Endorser's Name and Appearance, but shall have the right to use during the Use-up Period Endorser's Name and Appearance in advertisements and promotional materials created before the expiration date of this Agreement.",post-termination services
"Effective upon the effective date of termination, Ono hereby assigns and shall cause to be assigned to Array all worldwide rights in and to (i) any Product Trademarks specific to one or more Products that Ono or any of its Affiliates used in connection with Product(s), and (ii) all Internet domain names incorporating the applicable Product Trademark(s) or any variation or part of such Product Trademark(s) as its URL address or any part of such address, for domains outside the Array Territory.",post-termination services
"After AMC termination, Reseller shall generate at least the following amount of new sales of the Products in each contract year (for the purpose of  this Schedule 3, a contract year shall be each 12-month period commencing after the termination by Reseller of the AMC).",post-termination services
"Notwithstanding the foregoing, if PB terminates this Agreement pursuant to this Section 14.2.1 above based on SFJ's failure to make any payment due to PB in accordance with ARTICLE 4, then, if PB elects to continue development of the Product and obtains Regulatory Approval following such termination, PB shall remain obligated to pay to SFJ fifty percent (50%) of any Approval Payments that become due and payable pursuant to ARTICLE 6 at such time that such payments become due and payable (if ever) pursuant to ARTICLE 6 (or, as applicable, fifty percent (50%) of any Buy-Out Payment that PB elects to pay pursuant to Section 6.7), provided that such Approval Payments (or Buy-Out Payment, as applicable) shall also be adjusted as set forth in Section 6.2.",post-termination services
"In the event of termination by Cisco for convenience, termination by Distributor for Cisco's material breach, or expiration of this Agreement where Cisco has provided Distributor with written notice from an authorized representative of its intention not to renew the Agreement, Cisco agrees to repurchase all Product in Distributor's inventory within [*****] days following the effective date of termination or expiration.",post-termination services
"In the event that such transfer is the result of a termination notice pursuant to 15.2, 15.3 or 15.4 and such transfer is not completed by the termination date pursuant to 15.2, 15.3 or 15.4, the parties shall, acting reasonably and in good faith, agree to continue to cooperate fully to effect the transfer and extend the Term of this Agreement on such appropriate terms as the parties may agree for one or more ninety (90) day periods (the succession of which must be notified to IAC in writing within thirty (30) days of the expiration of the first ninety (90) day period and within the same timeframe for each period thereafter), until such time as the transfer is completed.",post-termination services
"Upon termination of this Agreement, Distributor will immediately cease all further use of Tripath's trademarks, trade names or service marks except as may be required in the sale of Products in inventory.",post-termination services
"In the event Ono is the sponsor of or conducting any on-going Clinical Studies of the Product following the date a notice of termination has been issued by Array or Ono, to the extent requested by Array, Ono agrees to: (A) continue to sponsor or conduct any such Clinical Studies in normal course if such Clinical Studies can be completed (i) within [ * ] following the effective date of termination in the case of a termination by Ono pursuant to Section 13.2, or (ii) within [ * ] following the effective date of termination in the case of any other termination of this Agreement by either Party, or (B) promptly transition to Array or its designee such sponsorship or Clinical Studies (or portions thereof) provided that in such case, Array shall take over such studies (i) within [ * ] following the effective date of termination in the case of a termination by Ono pursuant to Section 13.2, or (ii) within [ * ] following the effective date of termination in the case of any other termination of this Agreement by either Party.",post-termination services
"Upon termination or expiration of this Agreement, and upon reasonable prior notice to Network  Affiliate, NCM shall be entitled to enter the Theatres upon reasonable prior written notice, and any other premises of Network Affiliate where any  NCM Property may be located, and recover any and all NCM Property, unless Network Affiliate chooses to purchase such Property based on a  straight line five year depreciated value.",post-termination services
"Upon  termination or expiration of this Agreement, if specifically requested by MBRK, DD shall provide originals or copies of  such records to MBRK.",post-termination services
"After the expiration of the Term or termination pursuant to Section 8.4 by either Party or Section 8.6 by Exact, based on cumulative Incremental Laboratory Services Revenue achieved during the Term or up to the termination date, Exact agrees to pay Pfizer the applicable royalty payment set forth below for twelve (12) consecutive Calendar Quarters following the expiration of the Term (the ""Tail Period""); provided, however, the Tail Period shall be reduced to the number of full Calendar Quarters completed during the Term if less than twelve (12) Calendar Quarters if either Party terminates the Agreement without cause pursuant to Section 8.4 or Exact terminates as a result of a Change of Control pursuant to Section 8.6.",post-termination services
"In the event of termination or expiration of this Agreement             pursuant to Section 5.0 above, IBM shall have an option, which             shall expire [*] days after such termination or expiration, to             purchase from MSL, at a reasonable price agreeable to the Parties,             all assets used by MSL to perform the manufacturing and fulfillment             functions",post-termination services
"Each of Supplier and CUTANEA shall maintain and keep in force at its sole cost and expense throughout the Term of this Agreement and for three years following the effective date of expiration or termination hereof (if such policies are on a claims made basis), Commercial General Liability Insurance from carriers having an A. M. Best rating of A, including Product Recall, Bodily Injury and Property Damage Insurance, with a combined single limit of not less than $[***] per occurrence and $[***] in the aggregate annually (this limit can be secured via a combination of primary and excess/umbrella policies).",post-termination services
"Vendor shall, at AT&T's option, return to AT&T, or hold for AT&T's disposition, any or all of such material provided by AT&T under this Agreement upon termination of this Agreement or the withdrawal of the material furnished; provided however, that with respect to any scrap produced as a by-product remaining in Vendor's possession at the completion of all Work to be provided at a Cell Site, Vendor shall, at AT&T's option, return to AT&T, or hold for AT&T's disposition, such scrap material for a period of one hundred twenty (120) days following the earlier of Location",post-termination services
"(g) If so requested by Client in connection with a planned or potential continuation of the business, EFS shall  cooperate with Client and its affiliates in order to transfer any remaining operations to them or any other entity that Client may so  designate without interruption of the Playboy Commerce Business' availability.",post-termination services
"Upon the termination of this Agreement, Operator shall cooperate in the transition of operations to Owner or a successor operator",post-termination services
"Upon termination (but not expiration) of this Agreement for any reason, Licensee shall be entitled to use the Licensed Domain Names and Licensed Content for a limited period of time, not to exceed ninety (90) days, during which it shall diligently work to transition to another solution.",post-termination services
"The Professional acknowledges that she will have a right, pursuant to and under the

                                      -6-    7

                                                                  EXECUTION COPY

conditions described in Section 4.2 above, to receive a specified royalty for inventory on hand at the expiration of the initial term, and accordingly hereby grants to the Company the right to fill any orders for, assemble components of, market, advertise, promote and sell any inventory of Products in its inventory existing at the expiration or termination of this Agreement, for a period not to exceed two (2) years after such expiration or termination of the original term.",post-termination services
"In addition, within twenty-five (25) months after the termination or expiration of the Term and on a Product-by-Product basis, ETON shall perform a final ""true-up"" reconciliation and shall provide Aucta with a written report of such outlining the deductions specified in the definition of Net Sales.",post-termination services
"In the event of termination, Distributor will:",post-termination services
"If the Manufacturer terminates this Agreement or cancels any purchase order for cause pursuant to Section 8.2 Manufacturer shall not be liable for any termination or cancellation charges but Subcontractor may, at Subcontractor's sole discretion, purchase all or part of any remaining inventory.",post-termination services
"Upon termination by IBM due to a default by MSL pursuant to Section             5.1 above, IBM shall, at its option, elect to do one of the             following:",post-termination services
"Any Product quarantined at the time of expiration or termination of this Agreement shall be disposed of or destroyed by Manufacturer in accordance with Customer's instructions and at Customer's cost; provided that, to the extent (i) such quarantine is the result of Manufacturer's gross negligence, fraud, willful misconduct or breach of this Agreement or (ii) this Agreement is terminated in whole or in part with respect to such Product (including the termination of the applicable Facility Addendum) by Customer in accordance with Section 7.3, 7.4, 7.5 or 7.6, then Manufacturer shall be responsible for all costs incurred by Manufacturer in connection with disposing and destroying such quarantined Product.",post-termination services
"entering into a new agreement with a third party operator governing operation and maintenance services to be provided to Owner on terms substantially similar to the terms of this Agreement, so that such replacement Operator shall be deemed a QFCP.",post-termination services
"In the event of a termination or expiration of this Agreement or any SOW for any reason, developer will, as requested by and at additional cost to Client, provide up to three (3) months of Fee billable assistance (collectively, the Termination Assistance Services) in transitioning from Developer to an alternative software service provider including, without limitation, the following: (a) knowledge transfer regarding the operation, use, and support of the subject Program; return of all documentation containing Content, Marks, Procedures a d Confidential Information in a format reasonably specified by Client and assistance with data migration to an alternative solution; and (c) any related additional services as requested by Client.",post-termination services
RevMed shall pay Sanofi such royalties until the earlier of (x) expiration of the Post-Termination Royalty Term therefor and (y) a Change of Control of Sanofi.,post-termination services
"In the event of termination of this license for any reason, SCIEN shall within 6months (as described in the Termination clause), cease all use of the ""Interferon alfa-n3 (human leukocyte derived)"".",post-termination services
"(ii) Notwithstanding anything to the contrary, MacroGenics shall continue to provide Green Cross, for up to ***, the Products (including, without limitation, all MGAH22), at the request of Green Cross in accordance with the terms of Section 6.2;",post-termination services
"In addition, PPI shall  during the remainder of the Term and for a period of up to [**] ([**]) years thereafter continue to manufacture and supply the Product to  EKR at cost without mark-up until such time that EKR can secure an FDA approved manufacturing facility for the Product",post-termination services
"After the termination of this Agreement, Party B shall strictly perform the Financial Leasing Agreement signed with the Driver User until the lease expires.",post-termination services
"Upon termination (but not expiration) of this Agreement for any reason, Licensee shall be entitled to use the Licensed Domain Names and  Licensed Content for a limited period of time, not to exceed ninety (90) days, during which it shall diligently work to transition to another solution.",post-termination services
"and disclose to PB in writing all previously-undisclosed Research Results within the Trial Data Package; (b) formally transfer or assign, or cause to be formally transferred or assigned, into the name of PB or its designee all Product Filings in such country (in each case, whether held in the name of SFJ or any of its Affiliates); and (c) take such other actions and execute such other instruments, assignments and documents as may be necessary to effect, evidence, register and record the transfer, assignment or other conveyance of such rights to PB or its designee;",post-termination services
"In the event of expiration or termination of this Agreement, an Order or of Maintenance Services under this Agreement, Supplier agrees that upon the request of Bank of America, Supplier will, at no additional cost to Bank of America and through the period of paid up Maintenance Services, continue uninterrupted operations, conclude and cooperate with Bank of America in the transition of the business at Bank of America's direction and in a manner that causes no material disruption to Bank of America business and operations.",post-termination services
"Upon termination, Consultant agrees to perform the necessary information transfer required at the time.",post-termination services
"In case of termination of the Agreement, NLS and Eurofarma shall immediately work on a transition out plan, with activities and timelines agreed by the Parties to ensure a proper handover of the Licensed Product so that its market position and the obligations to prescribers, patients and regulatory authorities are fulfilled in accordance with Eurofarma best practices.",post-termination services
"Notwithstanding the foregoing, if the Agreement is  terminated for any reason other than Berkshire's material breach, then for thirty (30) days following such termination, Berkshire may continue to  use any printed material already produced under this Agreement.",post-termination services
"Upon expiration of this Agreement with respect to a Product in a country, the licenses granted to Aimmune pursuant to this Agreement shall continue in full force and effect on a fully-paid basis.",post-termination services
"In the event that (a) TouchStar terminates this           Agreement in accordance with any one or more of the provisions of           Section 8.2 or (b) Reseller elects not to enter into a new agreement           with TouchStar pursuant to Section 8.1, Reseller shall refer to           TouchStar or TouchStar's designee all inquiries and orders received by           Reseller pertaining to the purchase of Support Services.",post-termination services
"Sanofi shall, at RevMed's request, for a period not to exceed [***] following the effective date of termination, provide reasonable technical assistance up to a total of [***] and, to the extent not already provided to RevMed, transfer copies of (including when available, in electronic format) all Sanofi Sole Program Know-How to RevMed or its designee, including without limitation: [***], in each case to the extent such materials are exclusively related to the Termination Product.",post-termination services
All books of account and records of Licensee covering all transactions relating to the Licensee shall be retained by the Licensee until at least two (2) years after the expiration or termination of the Term for possible inspection by Smith.,post-termination services
GSK shall return to Theravance all available formulated and API stocks that contain a Theravance Compound and which are then held by GSK or cause such API stocks to be provided to Theravance if held by a vendor or other Third Party on behalf of GSK.,post-termination services
"to Section 6.7), provided that such Approval Payments (or Buy-Out Payment, as applicable) shall be adjusted as set forth in Section 6.2.",post-termination services
"Notwithstanding any statement in Section 15.3 to the contrary, upon any termination or expiration of this Agreement and until the later to occur of (i) [***] from the Effective Date or (ii) [***] following the effective date of termination or expiration of this Agreement (the ""Wind Down Period""), the parties' respective rights and obligations under Sections 2 (License), 3 (Sourcing), 7 (Product Sales), 9 (Royalties and Service Fees), 11 (Representations and Warranties; Disclaimers), 12 (Indemnification), 13 (Limitation of Liability), 14 (Compliance with Laws), 15.2 (Termination), 16 (Escrow) and all Exhibits hereto which are associated with any of the foregoing listed sections will remain in full force and effect as to (A) any Products or repackaged Product Die with respect to which DIALOG or any of its Affiliates has secured a design win at a customer prior to or within one (1) month after the start of the Wind Down Period, or (B) the sale of any MCMs which have been released for production at a foundry, provided, however, that DIALOG's license rights under Section 2.1 (including any sublicenses granted by DIALOG pursuant to Section 2.4) will be non-exclusive during the Wind Down Period.",post-termination services
"During the period beginning on the date hereof and ending on the later of the fifth anniversary of the Closing Time or the date on which the Agent receives full payment in satisfaction of any claim for indemnification or contribution to which it may be entitled pursuant to Sections 6 or 7, respectively, none of the Company, the MHCs or the Bank shall, without the prior written consent of the Agent, take or permit to be taken any action that could result in the Bank Common Stock becoming subject to any security interest, mortgage, pledge, lien or encumbrance.",post-termination services
"Upon termination or expiration, this Agreement and all rights granted hereunder to you will forthwith terminate, and:",post-termination services
"Throughout the Term, and thereafter to the extent relevant to calculations necessary for periods prior to the end of the Term and subject to any confidentiality obligation owed to any third party and/or any restrictions on the disclosure of information which may be subject to intellectual property rights restricting disclosure:

(a) Owner shall grant Operator access to all data relating to the electricity production of each Bloom System, it being understood that it is Operator's responsibility to determine the performance of the Bloom System, and any other calculations as required under this Agreement, and that it is Owner's responsibility to handle all accounting and invoicing activities; and

(b) Owner shall allow Operator access to all data from all Facility Meters.",post-termination services
"At RevMed's reasonable request, for a period not to exceed [***] following the effective date of termination, Sanofi shall provide RevMed with assistance up to a total of [***] with any inquiries and correspondence with Regulatory Authorities relating to any such Termination Product.",post-termination services
"If any such insurance is on a ""claims made"" basis, XSPA shall maintain coverage thereunder for a period of at least two (2) years following the termination of this Agreement.",post-termination services
"Upon the termination of this Agreement, or upon Company's earlier requests, Consultant will deliver to Company all property relating to, and all tangible embodiments of, Inventions in Consultant's possession or control.",post-termination services
"If Tripath terminates pursuant to Subsection 18.1 or 18.2, or if Distributor terminates pursuant to Subsection 18.3, Tripath will purchase and Distributor will resell to Tripath Distributor's inventory of Products (excluding

-6-







Distributor Agreement

discontinued and demonstration Products) which Tripath determines to be undamaged and in good condition (including, at Tripath's option on-site inspection). The price for such inventory will be the price actually paid by the Distributor, less any prior credit or allowances.",post-termination services
"TPC further agrees that upon the termination of this Endorsement Agreement for any cause whatsoever, it will cease using the Ogle Endorsement, the name ""Brett Ogle,"" or any facsimile thereof, for any promotional or advertising purposes; provided, however, that TPC shall have the right to use the Ogle Endorsement in advertisements for ad space purchased by TPC prior to the termination of this Agreement for a period of up to six (6) months following such termination.",post-termination services
Providing reasonable training for personnel of the                     Publishers in the performance of the Services then being                     transitioned to the Publishers or such successor provider of                     Services.,post-termination services
"In the event that Distributor terminates this Agreement pursuant to either Section 7.2 or 7.3 above, Distributor will notify Subscribers that the Programming is no longer available.",post-termination services
"During the Termination Period and thereafter, and notwithstanding any other provision of this Agreement, MBE will be free to use its own personnel, and/or engage or contract with any third party to use the Specifications to design, develop and market an Internet-based manifest system similar to the Manifest (including products that contain functionality similar to the Service and which have a ""look and feel"" similar or identical to the Manifest), in each case solely for the benefit of MBE and the MBE Centers and international franchisees or licensees of MBE.",post-termination services
"Within [***] after receipt of such cessation request, Distributor shall provide Zogenix an estimate of the quantity and shelf life of all Product remaining in Distributor's or its Affiliates' or Sub-distributors' inventory, and Zogenix shall have the right to purchase any such quantities of Product from Distributor at a price mutually agreed by the Parties.",post-termination services
"effective as of such termination, SFJ shall, and it hereby does, assign to PB all of SFJ's and its Affiliates' right, title and interest in and to all Product Filings then owned or Controlled by SFJ or any of its Affiliates; provided that if any such Product Filing is not immediately transferable in a country, SFJ shall provide PB with all benefit of such Product Filing and such assistance and cooperation as necessary or reasonably requested by PB to timely transfer such Product Filing to PB or its designee or, at PB's option, to enable PB to obtain a substitute for such Product Filing without disruption to PB's development or Commercialization of the Product in the SFJ Territory;",post-termination services
"On termination of the provision of the Services by                     HealthGate to the Publishers for whatever reason, HealthGate                     shall at the Publishers' option:

                          (i) grant to the Publishers a non-exclusive                     non-transferable licence to use the Proprietary Software for                     the purposes of using, developing, enhancing and maintaining                     the Site and carrying out any or all of the activities                     previously carried out by HealthGate or on its behalf under                     this Agreement

                          (ii) exercise best endeavours to grant to the                     Publishers a non-exclusive non-transferable licence to use                     the Third Party Software for the Site when and to the extent                     requested by the Publishers.",post-termination services
"The Professional acknowledges that she will have a right, pursuant to and under the",post-termination services
"In the event that Zogenix terminates this Agreement pursuant to Section 12.2(c) or Distributor terminates this Agreement pursuant to Section 12.2(d), or after the expiration of this Agreement in accordance with Section 12.1, Zogenix shall negotiate in good faith with Distributor a license agreement for Distributor to make, use and sell the Product in the Field in the Territory under the Zogenix Technology, Zogenix Trademarks and the Product Trademarks.",post-termination services
"The Parties shall reasonably cooperate and mutually agree to facilitate the provision of any additional reasonable Technical Support with respect to the applicable Product or Products to Customer, including assistance through the transfer process, Manufacturer Personnel visits to the Receiving Site and training and troubleshooting during the Receiving Site's first production run of the applicable Product or Products, in each case, as and to the extent reasonably agreed by Manufacturer in each instance (and subject to Sections 2.10(d), 2.10(e) and 2.10(f)).",post-termination services
"If the Servicer resigns under Section 7.1, it will continue to perform its obligations as Servicer under this Agreement until the earlier to occur of (a) a Successor Servicer accepting its engagement as Servicer under Section 7.4 or (b) the date the Servicer is legally unable to act as Servicer.",post-termination services
"Your lease (or rider to a lease) must include provisions that will: (a) Allow us the right to elect to take an assignment of the leasehold interest upon termination or expiration of your rights under this Agreement, and that allow us (or our designee) to operate a ""Pizza Fusion"" restaurant upon the premises for the remaining term of the lease or sublease; (b) Require the lessor to provide us with a copy of any written notice of deficiency under the lease sent to you, at the same time as notice is given to you (as the lessee under the lease), and which grants to us the right (but not obligation) to cure any deficiency by you under the lease within fifteen (15) business days after the expiration of the period in which you had to cure any such default should you fail to do so;",post-termination services
"Upon termination or expiration of this Agreement, this Agreement and all rights granted hereunder to You shall immediately terminate, and:",post-termination services
"to deliver to Client, upon termination or expiration of this Agreement, all materials which were provided to CRO under the terms of this Agreement and which relate to the business of, or belong to, Client or which were provided by Client for the use of its employees, contractors or consultants;",post-termination services
"B.   Upon our demand, you will assign to us your interest in any lease then in effect for the Franchised Restaurant premises.",post-termination services
"The expiration or termination of the Agreement shall have the following consequences: (i) The Licensee shall cease to use the License and cease to conduct any activities that would require the License, unless explicitly stated otherwise in this Article. (ii) Licensee or Affiliates or Distributors may sell off all previously purchased Licensed Products still in their warehouses within a period of six (6) months of the effective date of such termination (the ""Sell-Off Period"") provided that the sale of such Licensed Products by Licensee or Affiliates or Distributors of the Licensee shall be subject to the terms of this Agreement, including but not limited to the rendering of reports and payment of royalties required under this Agreement. (iii) Promptly upon the request of Licensor, the Licensee shall, at the Licensor's sole discretion and election for each country of the Territory and each Licensed Product either withdraw or transfer all Marketing Authorizations in the Territory to the Licensor (or to a third party as the Licensor directs). Licensee shall take the required steps without any delay and the withdrawal or transfer shall be completed in maximum 90 days after the notification of the request; if the Licensor does not decide and inform within this period to whom the Marketing Authorizations and documents shall be transferred, then the Licensee shall have no obligation to keep them active",post-termination services
"To the extent that there is Merchandise remaining at the Sale Termination Date (the ""Remaining Merchandise""), such Remaining Merchandise shall be deemed automatically transferred to Agent free and clear of all liens, claims, and encumbrances. Agent and its affiliates shall be authorized to sell or otherwise dispose of the Remaining Merchandise with all logos, brand names, and other Intellectual Property intact, and shall be authorized to advertise the sale of the Remaining Merchandise using the Intellectual Property.",post-termination services
"All reasonable fees associated with the wind-down activities and final monitoring visit shall be paid by Adaptimmune, to the extent not covered by Alliance Funding.",post-termination services
"Each Party shall use Diligent Efforts to cooperate with the other and/or its designee to effect a smooth and orderly transition in the Development, sale and ongoing marketing, promotion and commercialization of the Product in the Ono Territory during the Wind-down Period and to conduct in an expeditious manner any activities to be conducted under this Section 14.2.",post-termination services
"During the Term of this agreement, and for a period of twenty four (24)months after Termination (the ""Withholding Period""), Contractor may retain monies (collections in Accounts Receivable) against any reasonable anticipated deductions for product recalls, unsalables, rebates, allowances or any audits or other adjustments it deems necessary.",post-termination services
"The Professional hereby grants an exclusive, worldwide license to the Company to use the name, likeness, image and personal identification of the Professional, during the Term and for a period of six (6) months after the Term as provided in Section 2.8, in connection with the creation, manufacture, marketing, sale and promotion of the Products.",post-termination services
"In the event that PB terminates this Agreement pursuant to this Section 14.2.5, then, if PB elects to continue development of the Product and obtains Regulatory Approval following such termination, in exchange for purchasing the Trial Data Package including the Research Results included therein as set forth in Section 11.1.1.4, PB shall remain obligated to pay to SFJ any Approval Payments that become due and payable pursuant to ARTICLE 6 at such time as such Approval Payments become due and payable (if ever) pursuant to ARTICLE 6 (except to the extent of the amount of any Buy-Out Payment paid by PB pursuant",post-termination services
"During the Termination Period each party will continue to perform its obligations hereunder, and MBE and MBE Centers will continue to pay any applicable fees and payments hereunder to the Company.",post-termination services
"Within [*****] days following the effective date of termination or expiration, Distributor shall return to Cisco all Product held in inventory as of the effective date of termination.",post-termination services
"In the event of the expiration of this Agreement or termination of this Agreement in whole or in part (including the termination of any Facility Addendum) by Customer in accordance with Section 7.3, 7.4, 7.5 or 7.6, Customer may, at its option within ninety (90) days immediately following the effective date of the expiration or termination of this Agreement, purchase any work in process and/or Product Materials that Manufacturer has purchased exclusively for Customer in accordance with this Agreement for the production of any terminated Product.",post-termination services
"If this Agreement is terminated by Aucta under Section 11.2 or 11.3, then (a) ETON shall have the right to, and Aucta shall hereby grant ETON a license to, Market or otherwise dispose of any existing inventory of any Products then in ETON's possession subject to paying all Royalties and other amounts due hereunder for such sales, (b) Aucta may keep all the payments under Section 6 paid by ETON up to the point of termination and for ETON's disposal of remaining inventory and Aucta is free to commercialize or relicense the Product with no further obligations owed to ETON, (c) ETON shall refrain from holding itself out as Aucta's distributor, in particular, eliminate any reference to the Product and Aucta from its business, trade style and promotional material, and (d) ETON shall transfer all rights, licenses within thirty (30) days of termination.",post-termination services
"Surgical  agrees that promptly upon termination of this Agreement, Surgical shall deliver to Imprimis all Work Product, either completed or uncompleted, and any documents, reports and other materials which are in Surgical's possession in connection with the performance of Services under this Agreement.",post-termination services
"For the avoidance of doubt, any signed Purchase Order which has not been completed at the date of expiry shall continue in effect unless cancelled in accordance with Section 6.4 or Article 18.",post-termination services
"During the Term, in the event EKR has the right to terminate this Agreement under Section 16.1(a) - (i) hereof (the ""Step-in  Right Trigger Event""), and EKR does not exercise its right to terminate this Agreement under such Section, EKR shall  have the option to exercise step-in rights to manufacture the Product for the remainder of the Term (the ""Step-in Right"") by  providing PPI written notice of such election within ninety (90) days after the Step-in Right Trigger Event (or such longer  period as mutually agreed by the Parties) (the ""Step-in Right Notice""); provided that in the event such Step-in Right  Trigger Event has been cured prior to EKR's exercise of the Step-in Right, the Step-in Right shall terminate with respect to  such Step-in Right Trigger Event. The Step-in Right Notice shall specify the date which EKR intends to exercise the rights  associated with the Step-in Right.",post-termination services
"MusclePharm's obligations for the payment of a Royalty and the Guaranteed Minimum Royalty (as defined below) shall survive expiration or termination of this Agreement and will continue for so long as MusclePharm continues to manufacture, sell or otherwise market the Licensed Products.",post-termination services
"To the extent any insurance coverage required under this Agreement is purchased on a ""claims-made"" basis, such insurance shall cover all prior acts of Eutectix during the term of this Agreement, and such insurance shall be continuously maintained until at least two (2) years beyond the expiration or termination of the term of this Agreement, or Eutectix shall purchase ""tail"" coverage, effective upon termination of any such policy or upon termination or expiration of the term of this Agreement, to provide coverage for at least two (2) years from the occurrence of either such event.",post-termination services
"In the event that Manufacturer or any of its Affiliates, directly or indirectly, sells, assigns, leases, conveys, transfers or otherwise disposes of any Facility (a ""Facility Disposition""), then Manufacturer shall immediately notify Customer of such event and Customer shall be entitled for a period of six (6) months after the receipt of such notice to terminate any Facility Addendum with respect to such Facility for cause immediately upon written notice to Manufacturer and, in the event Customer decides not to terminate the Facility Addendum for cause, Customer shall be entitled for a period of two (2) years (or such longer period in order to obtain approval for manufacture from all applicable Governmental Authorities) after",post-termination services
"Company Obligations. (i) Immediately cease all representation of an existing relationship with Distributor; (ii) All medication inventory is owned by Smart RX Systems, Inc. only; and (iii) Distributor shall continue to receive Net Income per Customer location for so long as Customer continues to utilize the Products.",post-termination services
"assigned to EKR all of PPI's right, title and interest under that certain Commercial Outsourcing Services Agreement between PPI (f/k/a  SkyePharma, Inc.) and Integrated Commercialization Solutions, Inc. (""ICS"")  dated April 3, 2007 (the ""ICS Agreement""), and EKR has  assumed all obligations and liabilities under the ICS Agreement arising after the Effective Date.",post-termination services
